,date_&_time,country,region,category,website,distance,climb,venue,grid_reference,skills,minimum_age,age_info,entry_on_day,pre-entry,pre-entry_fee_(members),pre-entry_fee_(non-members),race_organiser,teams_allowed,male_record,female_record,junior_races,permit_/_insurance,race_url,title,pre-entry_fee,entry_on_day_fee_(members),entry_on_day_fee_(non-members),start_time_info,entry_on_day_fee,date,postcode,latitude,longitude,datetime,month
175,Sun 10 Jul 2022 at 11:15,England,Peak District,BS,https://races.fellrunner.org.uk/races/193c9814-e8e5-4fab-9ac5-25cb02f4b889,9.7 km / 6 miles,247 m / 810 ft,"The former Peak Forest Village Store, Church Lane, Peak Forest, SK17 8EL",SK115795,"PM, LK",18,,Yes,Yes,,,Chris Hopley,No,D Cartridge - 00:35:42 - 1987,C Greasley - 00:42:15 - 1994,No,Yes,https://races.fellrunner.org.uk/races/193c9814-e8e5-4fab-9ac5-25cb02f4b889,Sun 10 Jul 2022 — Peak Forest Fell Race,£6.00,,,,£8.00,,SK17 8EL,53.311265,-1.830499,2022-07-10 11:15:00,July
176,Tue 12 Jul 2022 at 19:30,England,North Pennines,AS,https://www.durhamfellrunners.org/chapelfell-top/,7 km / 4.3 miles,400 m / 1312 ft,"Chatterbox Cafe, 11 Market Place, St John's Chapel,, DL13 1QF",NY 88343 38034,"ER, LK, NS",18,,Yes,Yes,£4.00,£6.00,Fran Blackett,Yes,J Blackett - 00:33:12 - 1999,K Robertson - 00:37:46 - 1999,No,Yes,https://races.fellrunner.org.uk/races/e2faf27d-e1b9-4ffd-964f-646ce975a9ba,Tue 12 Jul 2022 — Chapelfell Top,,£5.00,£7.00,,,,DL13 1QF,54.73612,-2.18006,2022-07-12 19:30:00,July
177,Tue 12 Jul 2022 at 19:30,England,North Pennines,AS,https://www.durhamfellrunners.org/chapelfell-top/,7 km / 4.3 miles,400 m / 1312 ft,"Chatterbox Cafe, 11 Market Place, St John's Chapel,, DL13 1QF",NY 88343 38034,"ER, LK, NS",18,,Yes,Yes,£4.00,£6.00,Fran Blackett,Yes,J Blackett - 00:33:12 - 1999,K Robertson - 00:37:46 - 1999,No,Yes,https://races.fellrunner.org.uk/races/e2faf27d-e1b9-4ffd-964f-646ce975a9ba,Tue 12 Jul 2022 — Chapelfell Top,,£5.00,£7.00,,,,DL13 1QF,54.73612,-2.18006,2022-07-12 19:30:00,July
178,Mon 19 Dec 2022 at 19:00,England,Northumberland / Durham,AS,https://www.durhamfellrunners.org/silent-night/,7 km / 4.3 miles,400 m / 1312 ft,"Chatterbox Cafe, St John's Chapel, Weardale, Co. Durham, DL13 1QF",NY885360,"ER, LK, NS",18,,No,Yes,£6.00,£8.00,Andy Blackett,No,J. Malley - 00:41:11 - 2020,,No,Yes,https://races.fellrunner.org.uk/races/957ecbcf-590a-4fce-8ace-76df0b10d5a7,Mon 19 Dec 2022 — Silent Night,,,,,,,DL13 1QF,54.73612,-2.18006,2022-12-19 19:00:00,December
179,Mon 19 Dec 2022 at 19:00,England,Northumberland / Durham,AS,https://www.durhamfellrunners.org/silent-night/,7 km / 4.3 miles,400 m / 1312 ft,"Chatterbox Cafe, St John's Chapel, Weardale, Co. Durham, DL13 1QF",NY885360,"ER, LK, NS",18,,No,Yes,£6.00,£8.00,Andy Blackett,No,J. Malley - 00:41:11 - 2020,,No,Yes,https://races.fellrunner.org.uk/races/957ecbcf-590a-4fce-8ace-76df0b10d5a7,Mon 19 Dec 2022 — Silent Night,,,,,,,DL13 1QF,54.73612,-2.18006,2022-12-19 19:00:00,December
180,Wed 13 Jul 2022 at 19:00,England,Isle of Man,AS,http://www.manxfellrunners.org,4 km / 2.5 miles,300 m / 984 ft,"East Baldwin, IM4 5EU",357830,"ER, LK, NS",12,Must be 13 by 31/12/2022,Yes,Yes,,,Chris Kirk,No,L Taggart - 00:29:57 - 2014,J Lee - 00:30:19 - 2014,Yes,Yes,https://races.fellrunner.org.uk/races/b34ccacf-7e67-4f2e-9767-624314b4c216,Wed 13 Jul 2022 — Carraghan,£5.00,,,Mass start by the bridge. Briefing at 18:50,£7.00,,IM4 5EU,,,2022-07-13 19:00:00,July
181,Wed 13 Jul 2022 at 19:00,England,Shropshire/Welsh Borders,AS,https://mercia.giz.me.uk/,7.5 km / 4.7 miles,452 m / 1483 ft,"Snailbeach village hall, Snailbeach, Shropshire, SY5 0NX",SO373023,"ER, LK, NS",17,From age17,No,Yes,,,Tim Parker,No,,,No,Yes,https://races.fellrunner.org.uk/races/67aa85e5-7312-46ca-b30d-f7ab6a68f1fb,Wed 13 Jul 2022 — Stipperstones Fell race,£7.00,,,Registration at Snailbeach village hall,,,SY5 0NX,52.613801,-2.928757,2022-07-13 19:00:00,July
182,Wed 13 Jul 2022 at 19:15,England,South/West Pennines,BM,http://www.cvfr.co.uk,11.3 km / 7 miles,366 m / 1201 ft,"Packhorse Inn (The Ridge), Widdop., Widdop Rd, Widdop, Hebden Bridge HX7 7AT",952316,PM,18,,No,Yes,£5.00,£7.50,Chris Holdsworth,Yes,D Kay - 00:49:37 - 2015,H Page - 01:00:52 - 2013,Yes,Yes,https://races.fellrunner.org.uk/races/f45d9584-bdb4-4746-9004-1e27f324270a,Wed 13 Jul 2022 — Widdop,,,,,,,HX7 7AT,53.780322,-2.069072,2022-07-13 19:15:00,July
183,Sat 16 Jul 2022 at 15:00,England,York. Dales,AM,http://www.settleharriers.org,11 km / 6.8 miles,600 m / 1969 ft,"Community Centre Sports Field, Ingleton, LA6 3HG.",,LK,18,,No,Yes,,,Chris Beesley,No,M Croasdale - 00:44:15 - 1991,H Horsburgh - 00:52:49 - 2015,No,Yes,https://races.fellrunner.org.uk/races/7c336fc7-193a-4f01-b761-2bc1b0d84bbb,Sat 16 Jul 2022 — Ingleborough,£7.00,,,,,,LA6 3HG,54.151947,-2.470584,2022-07-16 15:00:00,July
184,Sun 17 Jul 2022 at 10:45,England,North York Moors,BM,http://www.clevelandmrt.org.uk,12 km / 7.5 miles,572 m / 1877 ft,"Lordstones Cafe, S of Carlton in Cleveland, TS9 7JH.",NZ524030,"PM, LK",18,,Yes,No,,,Sid Bollands,Yes,M Speake - 00:55:35 - 2012,Caroline Lambert - 01:06:23 - 2019,No,Yes,https://races.fellrunner.org.uk/races/d0cf207e-d9b9-49c4-8987-abd64e196f44,Sun 17 Jul 2022 — Viking Chase,,£6.00,£7.00,,,,TS9 7JH,54.419775,-1.193347,2022-07-17 10:45:00,July
185,Sun 17 Jul 2022 at 12:00,England,York. Dales,AS,http://www.bofra.org.uk,4.2 km / 2.6 miles,274 m / 899 ft,Park next to Jackson's of Cracoe. On B6265 between Skipton and Grassington. BD23 6LB,,,17,Age on 1st May,Yes,Yes,,,Estelle j Willis,No,J Hall - 00:20:54 - 2013,A Mason - 00:24:12 - 2012,Yes,Yes,https://races.fellrunner.org.uk/races/60f11f9b-9a70-4f69-9ee3-6a0047af5ef3,Sun 17 Jul 2022 — Cracoe ( B O F R A ),£5.00,,,,£5.00,,BD23 6LB,54.03746,-2.035006,2022-07-17 12:00:00,July
186,Wed 20 Jul 2022 at 19:15,England,North York Moors,BS,http://www.eskvalleyfellclub.org,9.8 km / 6.1 miles,344 m / 1129 ft,"Village Hall, Chop Gate, Middlesbrough, TS9 7JW",SE559996,"PM, NS",18,,Yes,No,,,Andrew Chapman Gibbs,Yes,J Bulman - 00:38:14 - 2013,R Smith - 00:41:22 - 2002,No,Yes,https://races.fellrunner.org.uk/races/751954d3-b46e-441e-9c5b-64ba9c9f2c9d,Wed 20 Jul 2022 — Cock Howe and Beyond,,£6.00,£7.00,,,,TS9 7JW,54.37357,-1.139742,2022-07-20 19:15:00,July
187,Thu 21 Jul 2022 at 19:30,England,Peak District,BS,http://www.sheldonvillage.org.uk/fell-race,6.4 km / 4 miles,162 m / 531 ft,"Outside Cock & Pullet, Main St, Sheldon, nr Bakewell, DE45 1QS",,,14,,Yes,No,,,Philip Gregory,No,A. Wilton - 00:22:45 - 1998,J. Turnbull - 00:28:04 - 1997,No,Yes,https://races.fellrunner.org.uk/races/fb574ca1-a6f8-4f25-96ae-47661c1bc9a4,Thu 21 Jul 2022 — Sheldon,,,,,£5.00,,DE45 1QS,53.215803,-1.740454,2022-07-21 19:30:00,July
188,Sat 23 Jul 2022 at 11:00,England,Lake District,AL,http://www.northernfellsrc.org.uk,36 km / 22.4 miles,2200 m / 7218 ft,"The Old Crown, Hesket Newmarket, CA7 8JG",NY 341 386,"ER, PM, LK, NS",18,,No,Yes,£15.00,£17.00,John Horne,Yes,H Bolton - 03:31:44 - 2021,S. Brett & N. Hawkrigg - 04:50:00 - 2017,No,Yes,https://races.fellrunner.org.uk/races/33abe2f7-0f65-4fa5-8fd5-2798051902e8,Sat 23 Jul 2022 — Old Crown Round,,,,Briefing 10:55 in start area.,,,CA7 8JG,54.738222,-3.024833,2022-07-23 11:00:00,July
189,Sun 24 Jul 2022 at 11:00,England,Peak District,AL,http://www.holmfirthharriers.com/event/holme-moss-fell-race/,28.5 km / 17.7 miles,1315 m / 4314 ft,"Cartworth Moor Cricket Club, nr Holmfirth, HD9 2TU",134067,"ER, PM, LK, NS",18,,Yes,Yes,£10.00,£14.00,Andy Hauser,Yes,K Gray - 02:33:19 - 2013,H Berry - 02:56:57 - 2015,No,Yes,https://races.fellrunner.org.uk/races/c8aa875b-1c03-4fee-a930-37826b3f558a,Sun 24 Jul 2022 — Holme Moss,,£12.00,£16.00,,,,HD9 2TU,53.557984,-1.797558,2022-07-24 11:00:00,July
190,Sun 24 Jul 2022 at 11:00,England,Peak District,AL,http://www.holmfirthharriers.com/event/holme-moss-fell-race/,28.5 km / 17.7 miles,1315 m / 4314 ft,"Cartworth Moor Cricket Club, nr Holmfirth, HD9 2TU",134067,"ER, PM, LK, NS",18,,Yes,Yes,£10.00,£14.00,Andy Hauser,Yes,K Gray - 02:33:19 - 2013,H Berry - 02:56:57 - 2015,No,Yes,https://races.fellrunner.org.uk/races/c8aa875b-1c03-4fee-a930-37826b3f558a,Sun 24 Jul 2022 — Holme Moss,,£12.00,£16.00,,,,HD9 2TU,53.557984,-1.797558,2022-07-24 11:00:00,July
191,Thu 11 Aug 2022 at 19:15,England,Peak District,AS,http://www.holmfirthharriers.com,6 km / 3.7 miles,370 m / 1214 ft,"Cartworth Moor Cricket Club, nr Holmfirth, HD9 2TU., HD9 2TU",134067,PM,16,Vets categories.,Yes,No,,,John Ewart,Yes,S. Bond - 00:27:55 - 2010,K. Walshaw - 00:32:27 - 2016,No,Yes,https://races.fellrunner.org.uk/races/2ee7fcee-f173-4fb0-83bc-dfaacc7d3161,Thu 11 Aug 2022 — Denis Stitt Memorial Race,,,,Prompt.,£5.00,,HD9 2TU,53.557984,-1.797558,2022-08-11 19:15:00,August
192,Thu 11 Aug 2022 at 19:15,England,Peak District,AS,http://www.holmfirthharriers.com,6 km / 3.7 miles,370 m / 1214 ft,"Cartworth Moor Cricket Club, nr Holmfirth, HD9 2TU., HD9 2TU",134067,PM,16,Vets categories.,Yes,No,,,John Ewart,Yes,S. Bond - 00:27:55 - 2010,K. Walshaw - 00:32:27 - 2016,No,Yes,https://races.fellrunner.org.uk/races/2ee7fcee-f173-4fb0-83bc-dfaacc7d3161,Thu 11 Aug 2022 — Denis Stitt Memorial Race,,,,Prompt.,£5.00,,HD9 2TU,53.557984,-1.797558,2022-08-11 19:15:00,August
193,Wed 27 Jul 2022 at 19:00,England,Peak District,BS,https://www.facebook.com/EmmaTH5,8.2 km / 5.1 miles,365 m / 1198 ft,"Trentabank Rangers Station, Macclesfield Forest, SK11 0NS",,"PM, LK",16,,Yes,Yes,,,Emma Mason,Yes,,,No,Yes,https://races.fellrunner.org.uk/races/5b3ad0f3-d65e-4cc8-94c8-db80143a6503,Wed 27 Jul 2022 — Terry's High 5,£7.00,,,,£8.00,,SK11 0NS,53.238344,-2.061181,2022-07-27 19:00:00,July
194,Wed 27 Jul 2022 at 19:00,England,South/West Pennines,BM,http://www.rossendaleharriers.co.uk,10.7 km / 6.6 miles,332 m / 1089 ft,"Stubbylee Park, OL13 0DE.",SD866211,"ER, PM",18,,Yes,No,,,Richard Stott,Yes,P Marsden - 00:49:41 - 2017,D Gowans - 01:02:59 - 2017,No,Yes,https://races.fellrunner.org.uk/races/132fd0e6-5282-4f56-9f8f-f9466799b931,Wed 27 Jul 2022 — Lee Mill,,,,,£5.00,,OL13 0DE,53.692734,-2.203178,2022-07-27 19:00:00,July
195,Sun 31 Jul 2022 at 11:00,England,York. Dales,CM,http://www.wensleydale.rotary1040.org,14 km / 8.7 miles,305 m / 1001 ft,"Bolton Castle, Castle Bolton, nr Leyburn, N Yorks, DL8 4ET., DL8 4ET",SE031918,PM,18,,Yes,Yes,,,Barrie Whitfield,Yes,R. Cole - 00:51:58 - 2011,L. Brown - 00:58:16 - 2011,No,Yes,https://races.fellrunner.org.uk/races/e7df20f5-c94b-47ed-96d8-3f958290b616,Sun 31 Jul 2022 — James Herriot Run,£12.00,,,,£13.50,,DL8 4ET,54.322623,-1.947647,2022-07-31 11:00:00,July
196,Tue 2 Aug 2022 at 19:30,England,Peak District,CS,http://www.parwich.org,8.5 km / 5.3 miles,200 m / 656 ft,"Sycamore Inn, Parwich, Ashbourne, Derbys, DE6 1QA.",,PM,16,,Yes,No,,,Nia Linnell,No,H Holmes - 00:31:46 - 2017,H Thornhill - 00:39:21 - 2019,No,Yes,https://races.fellrunner.org.uk/races/73164658-0f9f-4faa-958b-57fea34603b2,Tue 2 Aug 2022 — Parwich Panoramic Five,,,,,£5.00,,DE6 1QA,53.086531,-1.719267,2022-08-02 19:30:00,August
197,Thu 4 Aug 2022 at 19:15,England,York. Dales,CS,http://www.wharfedaleharriers.co.uk,8.3 km / 5.2 miles,172 m / 564 ft,"Old Hall Farm, Gargrave, BD23 3UT.",,"PM, LK",17,,Yes,Yes,,,Chris Jones,No,Chris Holdsworth - 00:31:05 - 2018,Ailish Graham - 00:35:47 - 2019,Yes,Yes,https://races.fellrunner.org.uk/races/2be32cae-4a83-4f59-a933-e3cbe77513d8,Thu 4 Aug 2022 — Eshton Moor ( B O F R A ),£5.00,,,,£5.00,,BD23 3UT,53.987147,-2.109295,2022-08-04 19:15:00,August
198,Sat 6 Aug 2022 at 14:00,England,North York Moors,BS,http://www.osmotherleyshow.co.uk,8.8 km / 5.5 miles,320 m / 1050 ft,"Osmotherley Show Ground, Thimbleby, DL6 3PY, DL63PY",452960 on OL26,PM,16,,Yes,No,,,Adrian Martin,No,J. Bulman - 00:38:00 - 2008,C. Sanderson - 00:43:44 - 2008,No,Yes,https://races.fellrunner.org.uk/races/f9dd306c-706c-4261-a77a-c4c9bd58fe54,Sat 6 Aug 2022 — Osmotherley Show,,£3.00,£4.00,Must have had paid entry to show before race registration  .,,,DL6 3PY,54.354722,-1.307916,2022-08-06 14:00:00,August
199,Sun 7 Aug 2022 at 11:00,England,South/West Pennines,BL,http://www.saddleworth-runners.co.uk,29 km / 18 miles,1000 m / 3281 ft,"Cross Keys Inn, Uppermill, Saddleworth, OL3 6LW",,"PM, LK",18,,Yes,Yes,£10.00,£12.00,James Sheard,Yes,J Oldfield - 02:27:32 - 2021,K Macfarlane - 03:07:59 - 2021,No,Yes,https://races.fellrunner.org.uk/races/4ba7246d-060d-4f81-a4b6-f5af0ab7d047,Sun 7 Aug 2022 — Saddleworth Round,,£12.00,£14.00,Mass Start 10 mins walk from the pub,,,OL3 6LW,53.554128,-1.988188,2022-08-07 11:00:00,August
200,Sun 7 Aug 2022 at 11:00,England,South/West Pennines,BL,http://www.saddleworth-runners.co.uk,29 km / 18 miles,1000 m / 3281 ft,"Cross Keys Inn, Uppermill, Saddleworth, OL3 6LW",,"PM, LK",18,,Yes,Yes,£10.00,£12.00,James Sheard,Yes,J Oldfield - 02:27:32 - 2021,K Macfarlane - 03:07:59 - 2021,No,Yes,https://races.fellrunner.org.uk/races/4ba7246d-060d-4f81-a4b6-f5af0ab7d047,Sun 7 Aug 2022 — Saddleworth Round,,£12.00,£14.00,Mass Start 10 mins walk from the pub,,,OL3 6LW,53.554128,-1.988188,2022-08-07 11:00:00,August
201,Sat 17 Sep 2022 at 13:00,England,South/West Pennines,Relay,http://www.saddleworth-runners.co.uk/cross-keys-road-fell-relay/,5 km / 3.1 miles,150 m / 492 ft,"Cross Keys Inn, Church Rd, Uppermill., OL3 6LW",SE008062,PM,,16 on fell leg.,Yes,Yes,,,James Sheard,Yes,,,Yes,Yes,https://races.fellrunner.org.uk/races/67e131ed-df65-4fb5-8a6a-e0909d637acb,Sat 17 Sep 2022 — Cross Keys Road & Fell Relay,£10.00,,,,£10.00,,OL3 6LW,53.554128,-1.988188,2022-09-17 13:00:00,September
202,Sat 17 Sep 2022 at 13:00,England,South/West Pennines,Relay,http://www.saddleworth-runners.co.uk/cross-keys-road-fell-relay/,5 km / 3.1 miles,150 m / 492 ft,"Cross Keys Inn, Church Rd, Uppermill., OL3 6LW",SE008062,PM,,16 on fell leg.,Yes,Yes,,,James Sheard,Yes,,,Yes,Yes,https://races.fellrunner.org.uk/races/67e131ed-df65-4fb5-8a6a-e0909d637acb,Sat 17 Sep 2022 — Cross Keys Road & Fell Relay,£10.00,,,,£10.00,,OL3 6LW,53.554128,-1.988188,2022-09-17 13:00:00,September
203,Sun 7 Aug 2022 at 12:00,England,Lake District,AS,http://bofra.co.uk,7.2 km / 4.5 miles,457 m / 1499 ft,"On A6070, 1 miles from M6 J36 nr Kendal. LA6 1PB",,PM,17,on 1st May,Yes,No,,,judith Rachel marshall,No,,,Yes,Yes,https://races.fellrunner.org.uk/races/02c70b1f-91f4-474a-8a7d-e5f51e652411,Sun 7 Aug 2022 — Farleton Knott ( B O F R A ),,,,,£5.00,,LA6 1PB,54.221635,-2.714848,2022-08-07 12:00:00,August
204,Wed 10 Aug 2022 at 19:30,England,Peak District,AS,http://www.goytvalleystriders.org.uk,5.4 km / 3.4 miles,305 m / 1001 ft,"Buxworth Club, Staion Rd, Buxworth, SK23 7NJ., SK23 7NJ",023822 on Dark Peak map.,PM,16,,No,Yes,,,brian holland,Yes,A. Wilton - 00:19:26 - 1996,O. Bush - 00:24:53 - 2011,Yes,Yes,https://races.fellrunner.org.uk/races/488f0b0f-14ca-4d96-995d-15a2411cca14,Wed 10 Aug 2022 — Eccles Pike,£6.00,,,,,,SK23 7NJ,53.336477,-1.966397,2022-08-10 19:30:00,August
205,Thu 11 Aug 2022 at 19:00,England,Peak District,BS,https://www.webscorer.com/register?pid=1&raceid=255234,7.3 km / 4.5 miles,240 m / 787 ft,"Square and Compass, Darley Dale, nr Matlock, DE4 2EQ.",,PM,16,,No,Yes,,,Andy Mellor,No,S Bond - 00:27:18 - 2010,C Brock - 00:33:03 - 2021,No,Yes,https://races.fellrunner.org.uk/races/09e95107-4c72-4fa0-aed1-9f30fc89fbcf,Thu 11 Aug 2022 — Ricky's Race,£6.00,,,,,,DE4 2EQ,53.160923,-1.591642,2022-08-11 19:00:00,August
206,Thu 11 Aug 2022 at 19:00,England,York. Dales,BS,http://www.wharfedaleharriers.co.uk,9.6 km / 6 miles,360 m / 1181 ft,"The Kings Arms, Silsden, BD20 0JY.",SE 042 465,"LK, NS",16,,Yes,Yes,,,Chris Jones,No,James Hall - 00:39:59 - 2016,Ailish Graham - 00:46:16 - 2019,No,Yes,https://races.fellrunner.org.uk/races/328eeb46-3561-4f42-a29f-ca08c663bde6,Thu 11 Aug 2022 — Kings Challenge,£5.00,,,,£5.00,,BD20 0JY,53.915647,-1.935854,2022-08-11 19:00:00,August
207,Fri 12 Aug 2022 at 19:00,England,Peak District,BS,http://www.peakrunning.co.uk,8 km / 5 miles,256 m / 840 ft,"Dukes Barn, Beeley, DE4 2NU, DE4 2NU",SK 266676,PM,17,,Yes,Yes,£8.69,£10.70,Chris Hopkinson,No,H Holmes - 00:29:44 - 2018,C Brook - 00:35:37 - 2021,No,Yes,https://races.fellrunner.org.uk/races/10443e42-ecdc-4ff5-a528-36747226f329,Fri 12 Aug 2022 — Hob Hurst's,,£9.69,£11.70,,,,DE4 2NU,53.204558,-1.602892,2022-08-12 19:00:00,August
208,Sat 13 Aug 2022 at 15:30,England,York. Dales,BS,https://races.fellrunner.org.uk/races/8f4835d1-ae37-477c-9ea2-9f3eb781c523,3 km / 1.9 miles,140 m / 459 ft,"Arncliffe Village Green, BD23 5QD., Bd235qd",,PM,17,,Yes,Yes,,,Paul Crabtree,No,S Bailey - 00:10:14 - 2005,Elise butler - 00:12:40 - 2021,Yes,Yes,https://races.fellrunner.org.uk/races/8f4835d1-ae37-477c-9ea2-9f3eb781c523,Sat 13 Aug 2022 — Arncliffe Gala ( B O F R A ),£5.00,,,,£5.00,,BD23 5QD,54.142325,-2.105391,2022-08-13 15:30:00,August
209,Sun 14 Aug 2022 at 11:00,England,South/West Pennines,BM,http://www.trawdenac.co.uk,10.5 km / 6.5 miles,300 m / 984 ft,"Trawden Rec Pavilion, Keighley Road,  Trawden, BB8 8RR",SD 91373 39245,PM,18,,Yes,No,,,Jamie McIlvenny,No,C Miller - 00:42:16 - 2016,H Page - 00:46:50 - 2014,Yes,Yes,https://races.fellrunner.org.uk/races/912dc331-be55-4f98-9bd0-58d0c8a934cf,Sun 14 Aug 2022 — Boulsworth Fell,,,,,£5.00,,BB8 8RR,53.847744,-2.13456,2022-08-14 11:00:00,August
210,Sat 20 Aug 2022 at 15:30,England,York. Dales,AS,http://www.burnsallsports.co.uk,2.4 km / 1.5 miles,274 m / 899 ft,"Burnsall, Skipton, BD23 6BU.",,PM,18,,Yes,Yes,,,Jim Stockdale,No,J. Wild - 00:12:48 - 1983,V Wilkinson - 00:15:58 - 2018,Yes,Yes,https://races.fellrunner.org.uk/races/04b2a61e-d9df-4311-8c29-86ab1ca6aee2,Sat 20 Aug 2022 — Burnsall Classic,£6.00,,,,£6.00,,BD23 6BU,54.046817,-1.95209,2022-08-20 15:30:00,August
211,Sun 21 Aug 2022 at 10:00,England,South/West Pennines,BS,http://craggrunner.com,10 km / 6.2 miles,275 m / 902 ft,"Bulls Head, Lane Bottom, Newhey, Rochdale, OL16 3TD",952 120,,16,,Yes,Yes,,,Darren Graham,Yes,Andrew Worster - 00:38:06 - 2021,Katie Walshaw - 00:42:59 - 2021,No,Yes,https://races.fellrunner.org.uk/races/b1028919-124c-4fed-8064-5cbbed0be5e2,Sun 21 Aug 2022 — Piethorne,£8.19,,,,£10.00,,OL16 3TD,53.605123,-2.07043,2022-08-21 10:00:00,August
212,Sun 21 Aug 2022 at 14:30,England,Lake District,AS,http://www.lakelandcountryfair.co.uk,9 km / 5.6 miles,705 m / 2313 ft,"The Showfield, Little Arrow, Torver, LA21 8AU., LA21 8AU",SD288947,"ER, PM, LK, NS",18,,Yes,No,,,Nigel Coe,No,Garry Greenhow - 00:46:06 - 2021,Kate Maltby - 00:56:04 - 2021,No,Yes,https://races.fellrunner.org.uk/races/d8873ab3-a624-4fd1-9b3f-64b0d2315779,Sun 21 Aug 2022 — Lakeland Country Fair Senior Race,,,,,£0.00,,LA21 8AU,54.345918,-3.093105,2022-08-21 14:30:00,August
213,,Scotland,Islands (Scotland),MM,http://kongmountainmarathon.org.uk/,,,"Ormidale pavilion , Brodick , Isle of Arran, KA27 8DL",,"ER, NS",14,,No,Yes,,,Alison Wainwright,Yes,,,No,No,https://races.fellrunner.org.uk/races/5fdb3cb8-69e1-4bc6-8d9d-82402f3ad098,Sat 27 Aug 2022 — Kong Mountain Marathon,£60.00,,,8.00,,Sat 27 Aug 2022,KA27 8DL,55.577607,-5.153421,,
214,Sat 27 Aug 2022 at 12:00,Scotland,Central Scotland,AL,http://www.ochilhillrunners.org.uk,32.7 km / 20.3 miles,1646 m / 5400 ft,"Stirling University Sports Centre,
Stirling, FK9 4LA",NS805965,,18,,Yes,Yes,,,Alex King,Yes,Andrew Fallas - 02:53:51 - 2018,Catriona Buchanan - 03:20:55 - 2018,No,No,https://races.fellrunner.org.uk/races/259df84e-3d79-47b3-bd8a-848beb007840,Sat 27 Aug 2022 — Ochil 2000s,£15.00,,,Registration between 9 and 10:30am then coaches to the start,£17.00,,FK9 4LA,56.145463,-3.920023,2022-08-27 12:00:00,August
215,Sat 27 Aug 2022 at 14:00,England,Bowland/NW Lancs.,BM,http://www.prestonharriers.net,12.1 km / 7.5 miles,549 m / 1801 ft,"Chipping Show Field, PR3 2QE.",622428,"ER, PM, LK, NS",18,,Yes,No,,,Joe Howard,Yes,C Holdsworth - 00:58:07 - 2018,N Jackson - 01:09:35 - 2018,No,Yes,https://races.fellrunner.org.uk/races/c88f7d59-94d1-4f7e-9b2f-e31d79ae7daa,Sat 27 Aug 2022 — Chipping Show,,£0.00,,,,,PR3 2QE,53.884752,-2.574812,2022-08-27 14:00:00,August
216,Mon 29 Aug 2022 at 13:30,England,Lake District,AM,http://fellrace.org.uk/races/bootle,12.5 km / 7.8 miles,625 m / 2051 ft,"Black Combe Country Fair Show, Bootle, LA19 5TL, LA195TL",106887,"ER, PM, LK, NS",18,,Yes,No,,,Peter Tayler,Yes,John Heneghan - 01:03:32 - 2018,Hollie Orr - 01:14:10 - 2018,Yes,Yes,https://races.fellrunner.org.uk/races/60851d20-6699-4f8b-bc37-7448dcc24221,Mon 29 Aug 2022 — Dark Side Of The Combe,,,,,£5.00,,LA19 5TL,54.300848,-3.363757,2022-08-29 13:30:00,August
217,Tue 30 Aug 2022 at 16:00,England,York. Dales,AS,http://www.kilnseyshow.co.uk,2 km / 1.2 miles,124 m / 407 ft,"Kilnsey Show, BD23 5UQ",,ER,17,,No,Yes,,,Estelle j Willis,No,M Hawkins - 00:07:35 - 1982,L Lacon - 00:10:36 - 2007,Yes,Yes,https://races.fellrunner.org.uk/races/2df0dc1d-3008-4fb0-894f-b6450191a182,Tue 30 Aug 2022 — Kilnsey Crag ( B O F R A ),£10.00,,,"Race start times U12s 3.15pm, U14s & U17s 3.30pm and Seniors 4pm.",,,BD23 5UQ,54.07044,-1.996786,2022-08-30 16:00:00,August
218,Thu 1 Sep 2022 at 18:30,England,South/West Pennines,BS,https://races.fellrunner.org.uk/races/3339ada9-f14b-4481-a154-9b1efaac438f,8 km / 5 miles,360 m / 1181 ft,"Red Lion PH, The Square, Whitworth., OL12 8PY",SD885177,PM,18,,Yes,Yes,,,Eric Taylor,No,C Holdsworth - 00:30:15 - 2018,H Glover - 00:37:04 - 2018,No,Yes,https://races.fellrunner.org.uk/races/3339ada9-f14b-4481-a154-9b1efaac438f,Thu 1 Sep 2022 — Hades Hill,£4.00,,,"Starts exactly at 18.30 pm, due to time of year.",£5.00,,OL12 8PY,53.655453,-2.17301,2022-09-01 18:30:00,September
219,Sat 3 Sep 2022 at 10:30,England,Peak District,BS,https://racesignup.co.uk/site/event.php?eventid=2381,8.6 km / 5.3 miles,320 m / 1050 ft,"Longshaw Lodge on Sheffield-Hathersage road., S11 7TZ",265800,"ER, PM",16,,No,Yes,£6.00,,David Hakes,No,N Lawson - 00:36:38 - 2019,E Downs - 00:46:08 - 2019,No,Yes,https://races.fellrunner.org.uk/races/2b8dc050-2e97-4ffe-b752-2d60a6954a12,Sat 3 Sep 2022 — Longshaw Sheepdog Trial Fell Race,,,,,,,S11 7TZ,53.315279,-1.604717,2022-09-03 10:30:00,September
